"ID1","TrainClase1","TrainClase2","TrainClase3","TrainGlobal","TestClase1","TestClase2","TestClase3","TestGlobal","Modelo","Nombre"
"Repeat001",88.4294,86.7586,71.5334,84.6448,86.955,85.0806,69.8218,83.0216,"Linear Discriminant Analysis","LDA 1"
"Repeat002",88.6924,86.5202,71.3876,84.568,87.6316,84.8936,71.6754,83.4342,"Linear Discriminant Analysis","LDA 1"
"Repeat003",89.0472,86.7112,71.8376,84.851,87.6692,85.6706,71.6398,83.8588,"Linear Discriminant Analysis","LDA 1"
"Repeat004",88.6034,86.5676,72.2908,84.7216,86.936,85.2638,69.8754,83.1194,"Linear Discriminant Analysis","LDA 1"
"Repeat005",88.428,86.1854,71.9902,84.4136,87.995,86.0366,72.3352,84.2606,"Linear Discriminant Analysis","LDA 1"
"Repeat006",88.4278,86.7592,72.1382,84.7482,88.0076,85.0898,69.8216,83.3372,"Linear Discriminant Analysis","LDA 1"
"Repeat007",88.1624,86.4244,71.9868,84.4654,87.2932,85.6574,71.052,83.6442,"Linear Discriminant Analysis","LDA 1"
"Repeat008",88.3404,86.3772,71.99,84.4918,87.6504,85.4726,70.4632,83.5518,"Linear Discriminant Analysis","LDA 1"
"Repeat009",88.4288,86.424,71.3866,84.4392,87.6504,85.0788,72.2994,83.6388,"Linear Discriminant Analysis","LDA 1"
"Repeat010",88.6042,86.7116,71.8408,84.7224,87.9948,85.4672,71.1764,83.7444,"Linear Discriminant Analysis","LDA 1"
"Repeat011",88.4268,86.3768,71.686,84.4644,87.6,85.8572,70.41,83.7346,"Linear Discriminant Analysis","LDA 1"
"Repeat012",88.4278,86.616,71.8386,84.6202,87.2744,85.2692,71.729,83.5408,"Linear Discriminant Analysis","LDA 1"
"Repeat013",88.868,86.2334,71.686,84.5164,87.9576,85.471,69.8752,83.5384,"Linear Discriminant Analysis","LDA 1"
"Repeat014",88.6912,86.185,72.2886,84.542,87.2368,86.4246,71.6754,84.1506,"Linear Discriminant Analysis","LDA 1"
"Repeat015",88.2504,86.4242,71.9842,84.4902,88.3458,85.837,69.2336,83.735,"Linear Discriminant Analysis","LDA 1"
"Repeat016",88.871,86.568,72.1358,84.7738,87.2806,85.6502,69.8572,83.4258,"Linear Discriminant Analysis","LDA 1"
"Repeat017",88.605,86.6156,72.4392,84.7734,87.2872,85.6556,71.6578,83.742,"Linear Discriminant Analysis","LDA 1"
"Repeat018",88.2512,86.3762,72.445,84.542,87.97,85.0878,70.517,83.4354,"Linear Discriminant Analysis","LDA 1"
"Repeat019",88.9576,86.6154,71.8342,84.773,87.6376,85.271,68.6276,83.1208,"Linear Discriminant Analysis","LDA 1"
"Repeat020",88.6044,86.186,71.537,84.388,86.9176,86.0404,71.0872,83.7424,"Linear Discriminant Analysis","LDA 1"
"Repeat021",88.3374,86.5674,71.6826,84.5414,88.3268,85.2782,70.4634,83.637,"Linear Discriminant Analysis","LDA 1"
"Repeat022",88.3418,86.4722,72.1394,84.5682,88.3772,85.2712,69.269,83.4444,"Linear Discriminant Analysis","LDA 1"
"Repeat023",88.6038,86.6154,72.2852,84.7474,87.9762,85.6556,69.7862,83.631,"Linear Discriminant Analysis","LDA 1"
"Repeat024",88.0724,86.3768,71.537,84.336,88.6528,85.2894,71.0696,83.846,"Linear Discriminant Analysis","LDA 1"
"Repeat025",88.6932,86.6156,71.8376,84.6966,88.352,85.4688,70.4634,83.752,"Linear Discriminant Analysis","LDA 1"
"Repeat026",88.5156,86.4728,71.5392,84.5168,88.3334,86.0458,71.123,84.1598,"Linear Discriminant Analysis","LDA 1"
